Contractor,total_projects,exp_years,delay_rate,mean_cost_ratio,duration_std,experience_efficiency
GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,39,2.108145106091718,0.4009231312859268,0.9950200882634129,97.45962008806562,0.7169105532686145
VEN RAY CONSTRUCTION CORPORATION,39,2.6913073237508556,0.7774674962827922,0.9727324599673495,193.92270897007927,0.44888329536949856
11-16 CONSTRUCTION,39,2.0917180013689256,0.3307745675928049,0.984925777725823,67.40105317362227,0.772118542292741
M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),38,2.00684462696783,0.5150597056124007,0.9920680203417322,108.72304668052388,0.6435127650971946
EIGHT J'S CONSTRUCTION SERVICES,38,2.0095824777549622,0.3734271813484728,0.9849018744190726,113.4833472207451,0.7264146798562208
EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),37,2.5626283367556466,0.44653662154093937,0.998565483258125,78.59784927646282,0.6977745467584142
IM CONSTRUCTION CORPORATION,36,2.5544147843942504,0.3826410377455868,0.981774949796073,64.40914609319447,0.7423044570719609
DALCON CONSTRUCTION,36,2.5708418891170433,0.0925791264533177,0.9996191912995792,77.90484066374262,0.910451502561765
RJIR ENTERPRISES CORPORATION,35,2.2258726899383983,0.5449803919787591,0.9900234866205829,181.9884259624084,0.5935841921069246
DRAGON TWELVE BUILDERS & CONSTRUCTION SUPPLY,35,2.4476386036960984,0.48839848092201377,0.9883437281703097,45.95481736568078,0.6869042535676294
FIRST NORTHWAY DEVELOPMENT & CONSTRUCTION CORP.,34,2.351813826146475,0.783448256516341,0.9879177204842714,117.45054958603896,0.4786705770947079
MEGAPOLITAN BUILDERS AND CONSTRUCTION SUPPLY,34,1.943874058863792,0.41182281413144156,0.9980294480142993,80.83471836488154,0.7176265653717435
JAIME B. CHING ENTERPRISES,33,2.0917180013689256,0.3029587164427064,0.9989993011641483,103.70963293307912,0.7729614278832181
JWU CONSTRUCTION AND SUPPLY,33,2.412046543463381,0.09113977573985085,0.9994652465127173,57.750907018128785,0.9201111560430221
"E. F. CHUA CONSTRUCTION, INC.",32,2.9048596851471595,0.5210497061240397,0.9899611321623631,89.34096486775587,0.6483779385219064
QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),32,2.3709787816563996,0.26044049513903406,0.9996182623988618,32.26030077399111,0.8296559208002868
JELSIE CONSTRUCTION & SUPPLY,31,2.3874058863791925,0.3974702076915852,0.9861675444790964,149.38576292320167,0.6963195064060904
"A.D. PENDON CONSTRUCTION & SUPPLY, INC. (FORMERLY: ADP CONSTRUCTION & SUPPLY)",31,3.0390143737166326,0.7289646216480411,0.9939264074383812,178.23773191913128,0.4848306184268058
"M. MONTESCLAROS ENTERPRISES, INC.",30,2.737850787132101,0.9341500321998839,0.971584890388078,147.17521273510783,0.37527639083393893
JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,30,2.3901437371663246,0.3503454300320821,0.9868194766394808,113.40782734702465,0.7402966907655185
SILVERWOLVES CONSTRUCTION CORPORATION,29,1.1991786447638604,0.582448175463096,0.9976951680847355,77.0542810330121,0.616901293943996
GENESIS88 CONSTRUCTION INC.,29,2.329911019849418,0.8756487658697777,0.9997619202302112,84.11441987877777,0.4378995915949099
W.J.P. CONSTRUCTION AND SUPPLY,28,2.2833675564681726,0.012499999999999999,0.9927540631625295,77.09226369164438,0.9588536219567658
V.B. MANUBAY CONSTRUCTION,28,2.291581108829569,0.10060554745538064,0.9997291486872389,48.06556447466919,0.9186587928690011
AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,28,1.8781656399726214,0.28062428534504663,0.9951147217054231,111.52710219479577,0.7829502068858584
"JTC CRUZ CONSTRUCTION CO., INC.",28,2.113620807665982,0.4929701695896194,0.9826271355627042,92.78423708546052,0.6637228684217399
G.C.I. CONSTRUCTION AND DEV'T. CORP.,28,2.0917180013689256,0.18985260337583762,0.9891763176710148,48.20535119350688,0.8650495503832463
LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,28,2.5735797399041753,0.36907911535668586,0.9956145966810894,104.86986423303817,0.7327828137176093
ROSBILL CONSTRUCTION AND SUPPLY,27,2.0917180013689256,0.6232914534595635,0.9959367301408589,102.68284754486332,0.5812099189576493
ANORE CONSTRUCTION,27,2.026009582477755,0.7229661764561034,0.9295422147133133,116.8811901852196,0.5152083180499203
M.C.J. VALENZUELA CONSTRUCTION ENTERPRISES,26,2.2340862422997945,0.01346153846153846,0.9919202604649633,33.42342679616973,0.9773356566083434
"GICAR CONSTRUCTION, INC.",26,3.2114989733059547,0.6430124575416415,0.9914948753333671,155.69020113130645,0.5462426286365485
AMP 723 CONSTRUCTION CORPORATION (FORMERLY: A.M.P. CONSTRUCTION),26,2.346338124572211,0.01346153846153846,0.9972043005121176,36.23010731712937,0.9761107005708283
JB CONSTRUCTION AND SUPPLY INC. (FORMERLY:JB CONSTRUCTION AND SUPPLY),25,2.1464750171115674,0.013999999999999999,0.9971132335850597,47.39350380920944,0.9709154375082781
BET CONSTRUCTION & SUPPLY,25,2.023271731690623,0.6178852741909681,0.9904746032043344,104.0381093516462,0.5838621320041174
EUS CONSTRUCTION,25,1.6865160848733745,0.44820076251951335,0.9913019543771552,78.38930288804161,0.6968670807805097
RITCHE-NATHALIE BUILDERS & GENERAL MERCHANDISE,25,1.3661875427789185,0.286988098110591,0.975315162775494,65.60315832681694,0.7991751025840566
ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),25,3.1512662559890487,0.42704500084800256,0.9794095911385239,121.48268593988927,0.6907527328508246
"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",25,2.16290212183436,0.29985314167593075,0.9746621017172861,54.10600283947437,0.7964739293580355
739 BUILDERS,25,2.130047912388775,0.6286002896536615,0.9968541163219693,66.58712677976116,0.5937783415249057
"NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J",25,2.2778918548939084,0.7642852992866453,0.9829386236848282,104.77962006550841,0.49569848979390735
DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),24,2.302532511978097,0.19059371700941055,0.9687445445031494,55.39758892509057,0.8614658804653716
WTG CONSTRUCTION & DEVELOPMENT CORPORATION,24,2.951403148528405,0.31271362859943086,0.9954560787840445,98.84675194775838,0.7692308509046512
"729 CONSTRUCTION, INC. (FORMERLY 722 CONSTRUCTION, INC.)",24,3.263518138261465,0.7574048768609359,0.9748476812116306,123.16326685606066,0.4918033294836888
AARCON BUILDERS,24,2.973305954825462,0.5807944260328918,0.9820256098406345,110.64199342686783,0.603234421989977
DANYSONS CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: DANYSONS CONSTRUCTION),24,2.2614647501711156,0.3842503253241576,0.9952966342322745,60.23017322296993,0.7431627679378986
DARCY & ANNA BUILDERS & TRADING,24,1.8754277891854894,0.13689865178120664,0.9870520521927458,69.55270547722546,0.8875050182156624
TJMT CONSTRUCTION,24,2.1492128678986995,0.6086357788384895,0.9982945183744546,114.55747879978897,0.5848207241645925
VICENTE T. LAO CONSTRUCTION,23,2.6913073237508556,0.9717391304347827,0.9976497670284613,140.55701252965562,0.35561139897666355
ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),23,2.245037645448323,0.6819291236574855,0.9703550836985831,89.90025061190495,0.5516061916596029
TRIPARCO DEVELOPMENT CORPORATION,23,2.1820670773442847,0.7085181479951974,0.9856998254106538,112.86711286261679,0.5256290510337627
HGG BUILDERS & SUPPLY,23,4.120465434633813,0.710308659236846,0.9983925255330025,232.83683189559812,0.47219480144846776
"R.A. PAHATI CONST. & SUPPLY, INC.",22,4.210814510609172,0.2886150955792808,0.9894851427497596,154.76261914402292,0.7592858824696257
NORTHERN BUILDERS,22,1.9712525667351128,0.37867717781171195,0.9840490809313863,91.7179416809346,0.7327640406426685
ELITE GENERAL CONTRACTOR AND DEVELOPMENT CORP.,22,2.135523613963039,0.07781933506497256,0.9907364855616394,53.81827480630761,0.9298197902076073
J. SIMEON CONSTRUCTION,22,2.5626283367556466,0.3384734747614708,0.9878826062869526,53.61866059706172,0.773514426611965
MAKAPA CORPORATION,22,2.086242299794661,0.5626448302690211,0.8520871255353196,105.89245262484563,0.6161970832353227
JEJOR'S CONSTRUCTION CORPORATION,22,2.830937713894593,0.8476080831168082,0.9279417148204686,214.57801177476992,0.39778408116121433
BJMJB CONSTRUCTION & SUPPLY,22,1.0732375085557837,0.053017747763385255,0.9983820425097796,57.868715587460265,0.942932956104698
GRAIA CONSTRUCTION CORPORATION,21,2.598220396988364,0.7738798435171722,0.9995917416518636,91.42953600729238,0.49576831385382436
C'ZARLES CONSTRUCTION & SUPPLY,21,2.7789185489390826,0.6868500056138269,0.9569736718896013,175.3159026103105,0.5113745999660763
YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,21,1.2539356605065024,0.10410354875193442,0.990979138646566,46.14397122917738,0.9173986579919917
EQUI-PARCO CONSTRUCTION COMPANY,21,3.028062970568104,0.9666666666666667,0.9572097026959583,52.62875673452105,0.397030548070065
IBC INTERNATIONAL BUILDERS CORPORATION,20,3.373032169746749,0.8372460150788325,1.00043710770712,149.91322372856672,0.43222381540293375
MAR-DEB CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY: MAR-DEB CONSTRUCTION & DEVELOPMENT),20,2.236824093086927,0.6105509997828109,0.9907328687528928,77.83266432660795,0.5996998794204289
A.R.L. CONSTRUCTION,20,2.2340862422997945,0.16644063238103485,0.9964155905639087,51.93486304095258,0.8774690136795533
ASC CONSTRUCTION & CONCRETE PRODUCTS,20,2.198494182067077,0.8859615846399903,0.9638206131632483,91.09644454632576,0.4286646446131793
DMLC BUILDERS,20,3.162217659137577,0.6165982858300969,0.9885669572510654,107.97498724840565,0.5829161022615543
J.G. ORANZA CONSTRUCTION,20,2.485968514715948,0.38483251591030226,0.974428070930073,66.4550001204224,0.7400966715251334
BRENTMIN ROOFING ENTERPRISE,19,2.023271731690623,0.22502914182480743,0.9915666399021175,49.12540004038024,0.8435420784445257
ALCEL CONSTRUCTION,19,2.1683778234086244,0.1795393632854933,0.9954656806478713,70.80137901860769,0.8613756164996128
FRAMECON BUILDERS,19,2.16290212183436,0.5075403956208909,0.9794348579845278,62.76527461931309,0.6680822985274132
CM TAN CONSTRUCTION,19,3.0417522245037647,0.9657894736842106,0.9952881654982451,110.07131991354491,0.3724864598534454
LEDA CONSTRUCTION INCORPORATED,19,2.0698151950718686,0.30420303810396687,0.9953870545580438,49.5478432094848,0.7958533683173555
PHILSOUTH BUILDERS INC (FORMERLY:PHILSOUTH BUILDERS),19,2.4695414099931554,0.515686459223611,1.0002097443006055,42.07387762294902,0.6722252755305784
LANOY CONSTRUCTION,19,2.8501026694045173,0.6873033571175986,0.9887314289301777,217.04505892948495,0.49289019132496814
J.G. GARCIA CONSTRUCTION & SUPPLY (FOR: J.G. GARCIA CONST.),19,2.1656399726214923,0.26495440833676126,0.9928082105904241,160.67459653157638,0.7709020537294649
"VICMAR CONSTRUCTION, INC.",19,2.0506502395619437,0.129446692798086,0.997897063647122,71.1279925341527,0.8912886706128778
CDU CONSTRUCTION,18,3.4715947980835042,0.509479853842599,0.9914994348809346,93.84585790739715,0.6533537209045684
T2B3 BUILDERS AND SUPPLIES CORP.,18,1.9931553730321698,0.02988834422657952,0.9928182277057783,47.92024524630287,0.9611525383647612
TOPNOTCH CATALYST BUILDERS INC. / BLACK HARDHAT INC. (FORMERLY: JCHARDHAT INC.),18,1.158110882956879,0.019444444444444445,0.9967904504930358,41.84403789291096,0.9700707963369928
"TOUGHBUILT CONSTRUCTION & TRADING, INC.",18,2.0150581793292264,0.49176082178533165,0.9738859949298995,52.26764502495177,0.6821316596729823
AKN CONSTRUCTION CORPORATION,18,3.813826146475017,0.4678117996745448,0.9968496836862231,163.51890995469176,0.6479462382729542
"F. GURREA CONSTRUCTION, INCORPORATED",18,1.8124572210814511,0.9452032308649956,0.9753779817780625,76.43491172267207,0.39951858009634855
ALMAKAR BUILDERS & METAL WORKS,18,2.21492128678987,0.7002047607439764,0.937272182591443,126.91036139592919,0.5244880060104431
FERDSTAR BUILDERS INC.,18,2.187542778918549,0.03813010246833776,0.9911751116443798,25.410110999920295,0.9660318737072602
JEUSMACK BUILDERS & CONSTRUCTION SUPPLY,17,2.236824093086927,0.020588235294117647,0.9911530543995125,32.59585095728742,0.9734208281820665
LUMEL GLENN CONSTRUCTION,17,1.9000684462696784,0.34935220008749424,0.9831356211319301,48.68360713777427,0.7691410609021261
STRONGLANE BUILDERS AND TRADING CORPORATION (FORMERLY: STRONGLANE CONSTRUCTION & TRADING),17,2.127310061601643,0.356139856875151,0.9906681323830098,91.49728055817066,0.7463827392047202
"RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",17,2.0725530458590007,0.7177265544912603,0.9976984279815456,96.26158766760771,0.5273513721966774
CS CONST. AND SUPPLY INC. (FORMERLY: CS CONSTRUCTION AND SUPPLY),17,2.3353867214236823,0.535695268783504,0.9960515677182054,45.23332430864588,0.6588410714375477
PASCAL CONSTRUCTION,17,2.1765913757700206,0.22518380312497957,0.989192184183789,104.87098244629337,0.819119513020297
R.R. RICAFORT CONSTRUCTION AND SUPPLIES,16,2.080766598220397,0.021875,0.9811008810566814,36.83143120893812,0.9708001800506719
THREE-IN-ONE CONSTRUCTION & TRADING,16,1.9739904175222451,0.06721074064824065,0.9887060272640006,44.68513540420617,0.9401710415230436
UNIVERSAL DE LEON CONSTRUCTION AND AGGREGATES,16,1.7385352498288844,0.6834410381285382,0.99916650179293,60.058226293406555,0.5637233852872673
ADFIL CORPORATION,16,2.3600273785078714,0.6992412101787102,0.9982070293868264,74.00876465713343,0.5481546673866953
LCTING CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: L.C. TING CONSTRUCTION),16,3.047227926078029,0.7882494241869242,0.9929300347904843,144.83040681328166,0.46384012974834804
LE BRON CONSTRUCTION,16,3.0034223134839153,0.6577798937173938,0.986197978492699,49.943960748223795,0.5835343722264457
RAMARPLUS INCORPORATED (FORMERLY RAMAR ENTERPRISES,16,2.297056810403833,0.31745025807525806,0.8974935327156753,54.525077228556114,0.7857327574391892
SUPREME ABF CONST. & CONST. SUPPLY COMPANY INC.,16,2.9130732375085557,0.5347338425463426,0.953422706100658,166.5124486362476,0.6064865035781123
PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE.,16,1.1143052703627652,0.37518297674547674,0.9992398678435789,67.16181593718436,0.7455779102158406
STEVEN CONSTRUCTION & SUPPLY,16,2.187542778918549,0.3517756549006549,0.9725075288671122,90.31608284728661,0.749516785849705
JFR CONSTRUCTION INC. (FORMERLY:JFR CONSTRUCTION),16,2.212183436002738,0.2663643648018648,0.9949580256568015,189.11769415813094,0.7576422892878175
A.C. RIVERO DEVELOPMENT CORPORATION,16,2.9842573579739904,0.6268259518259518,0.999505311467622,92.73696825456393,0.5834300292298135
128 DRAGON CONSTRUCTION AND SUPPLIES,16,2.026009582477755,0.13968097874347873,0.9844192425657008,68.4378328983322,0.8863222003596923
C.T. LEONCIO CONSTRUCTION & TRADING,16,2.294318959616701,0.5412589146964147,0.8796825304967404,88.88228590174604,0.6364526005976889
JARGON CONSTRUCTION & SUPPLY,16,2.650239561943874,0.8238676254301255,0.9932787092869043,69.23810155379108,0.4754609407032055
MAR-VEL CONSTRUCTION & SUPPLY,16,2.108145106091718,0.24106362387612387,0.9976956367659492,50.010141230621265,0.8335352501236146
"A.L. SALAZAR CONSTRUCTION, INC.",15,2.8802190280629705,0.5154662004662005,0.983236323704914,103.74783429220649,0.6454402647537361
MA TESORO CONSTRUCTION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),15,0.15331964407939766,0.2642444592444593,0.9995422835459463,48.66267113600272,0.8202148427791511
SUNRISE BUILDERS,15,1.1006160164271048,0.02333333333333333,0.9784412164032514,23.916547199667548,0.9755617906384544
G.F. FABIAN CONSTRUCTION,15,1.998631074606434,0.5545915195915196,0.9836166397811733,118.96640966823638,0.6153230327434597
TOPNOTCH CATALYST BUILDERS INC. / ONE FRAME CONSTRUCTION INC.,15,0.2272416153319644,0.7463029563029563,0.9995476525109548,20.85910871911977,0.543114414447753
PANAY EAST COAST CONSTRUCTION & SUPPLY,15,1.9685147159479808,0.4575761275761276,0.9916196505280429,139.7831842380361,0.6644469326249144
OMNICON BUILDERS,15,2.113620807665982,0.6142204092204093,0.8909339864621152,108.99584429594526,0.5838972823255498
RITCHE-NATHALIE DEVELOPMENT CORPORATION (FORMERLY: RITCHE-NATHALIE BUILDERS AND GEN. MERCHANDISE),14,0.2299794661190965,0.08905717298574442,0.9973057992103455,31.73227355758602,0.9327163678691965
G.F. ROVERO MERCHANDISING,14,2.3545516769336072,0.5281674674531818,0.9945501068382978,100.73845541968296,0.6391329268736128
NFH CONSTRUCTION & SUPPLY,14,1.0978781656399725,0.024999999999999998,0.9858842177554801,11.624818519978076,0.979926429451188
V.R. PATRON BUILDERS & DEVELOPERS CORP. (PREVIOUSL,14,2.5763175906913074,0.12207693100550243,0.9906274235584555,52.80671920035199,0.9037067189961336
MRB11 CONSTRUCTION CORPORATION (FORMERLY:MRB CONS,14,1.8973305954825461,0.15050405943263084,0.9844365996410434,33.856877574452106,0.8949209674721551
MEGAY CONSTRUCTION INC. (FORMERLY: MEGAY CONSTRUCTION),14,2.3326488706365502,0.35448559377130806,0.9977859992217427,76.9217177230164,0.7537366992863991
ABU CONSTRUCTION,14,3.4113620807665983,0.8720317381031667,0.9936293857318874,114.84529823456396,0.42665753183119826
JLP CONSTRUCTION & SUPPLY (FORMERLY: JLP CONSTRUCT,14,2.6858316221765914,0.3813721992293421,0.9967339662954966,48.94789039621373,0.7498137168415937
E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,14,1.9822039698836413,0.6456438402866975,0.9778620283157736,73.78350598879993,0.5804114018885513
SYMS CONSTRUCTION TRADING,14,1.1690622861054072,0.024999999999999998,0.999490173901019,49.5262451744071,0.9633846174907352
MUNTOPAR BUILDERS CORP.,14,2.1546885694729636,0.21955247133818562,0.721538808438862,54.595081106082084,0.8444408767798394
RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE,14,2.433949349760438,0.32712049854906994,0.9993513878730866,55.76853572304025,0.7793879144120837
MIGHTYWAY CONSTRUCTION AND SUPPLY,14,2.291581108829569,0.024999999999999998,0.9983837770476469,27.68549566822699,0.9729168595010599
A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,14,2.083504449007529,0.19954291740006025,0.971057331463362,62.95789997772327,0.8527967154726078
RICHMAR CONSTRUCTION,13,2.220396988364134,0.04032634032634032,0.9600885634264776,45.37274443212304,0.9560015795763405
JMT CONSTRUCTION,13,1.6646132785763177,0.3247030747030747,0.9977912938593916,120.34857868194341,0.7526528617000048
"TIBIAO-ANTIQUE N.K. ENTERPRISE, INC.",13,2.0752908966461328,0.2713508713508713,0.9501932709066809,130.30439573238408,0.7803190371535833
"AB APONESTO CONSTRUCTION PARTS AND SUPPLY, INC.",13,1.273100616016427,0.3758963258963259,0.9992389310232185,128.39717249904075,0.7184241586361704
M.S. RAMOS CONSTRUCTION INC. (FORMERLY: M.S. RAMOS,13,2.0396988364134154,0.02692307692307692,0.9992832629092602,28.037468826125885,0.9716093971299092
RADIANS BUILDERS AND SUPPLY CORPORATION,13,1.8590006844626967,0.02692307692307692,0.9986464476543386,39.39651560206638,0.9666518207956254
R.D. TALENS CONSTRUCTION AND TRADING,13,2.2258726899383983,0.3977244977244977,0.9793394314002126,82.04544634011299,0.7255571414787663
EIRISH BUILDERS & SUPPLY INC.,13,1.9411362080766599,0.18056943056943056,0.9476588825564009,18.73351755962972,0.8834822292482557
"JDRC CONSTRUCTION & SUPPLIES, CORP.",13,2.0451745379876796,0.9107420357420358,0.9831854967502767,71.8457025211645,0.42219822535408635
ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES),13,1.8863791923340179,0.31637251637251634,1.002946359915149,77.20130791657014,0.7764825205457271
RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,13,2.3983572895277208,0.7617382617382618,0.9989714927269411,105.1790524601504,0.49705238285446335
FFJJ CONSTRUCTION,13,5.248459958932238,0.9289044289044289,0.9720801513222324,348.8361480831792,0.29041025129551024
R.A. MATIAS CONSTRUCTION AND DEVELOPERS INC. (FORMERLY : R.A. MATIAS CONSTRUCTION AND DEVELOPERS),13,2.299794661190965,0.02692307692307692,0.976366485544239,59.326668857056724,0.9579534451251536
LUCKY EIGHTY-THREE CONSTRUCTION AND SUPPLY(FOR.VRP,13,1.483915126625599,0.02692307692307692,0.9717939056589727,30.51227942774998,0.9705292833921586
ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION ( FOR,12,2.7679671457905544,0.588570226070226,0.925929059612482,85.48153989599234,0.6095500455271392
RAPID FOREMOST CONST. CO.,12,1.379876796714579,0.7716871091871091,0.999443957520839,43.47924147990434,0.5180115243492264
BELL CONSTRUCTION,12,2.130047912388775,0.3063582251082251,0.9663866944227774,38.55533114674437,0.7993578609430508
A. DE GUIA CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: A. DE GUIA CONSTRUCTION),12,2.316221765913758,0.6095719095719095,0.9918685908245924,75.2086448357367,0.6014325684584234
RAIK CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: RAIK CONSTRUCTION AND SUPPLY),12,2.127310061601643,0.1280453342953343,0.9947184926876328,47.06461776813071,0.9026317769380948
LANAO BUILDER AND ENTERPRISES,12,2.327173169062286,0.23248556998557,0.9943304716528218,52.0306831387179,0.8378002311068965
JUSTBILT BUILDERS,12,3.0882956878850103,0.45613275613275617,0.9855541545674155,102.83414366278241,0.681439105223709
MARCUS CONSTRUCTION & SUPPLY,12,3.030800821355236,0.6623496873496874,0.9996139840255195,109.56128340330194,0.5547729335135122
BRG CONSTRUCTION,12,2.0150581793292264,0.054335016835016826,0.9991783768612219,28.888515010996443,0.9547908000415039
SONPRO CONSTRUCTION,11,2.0150581793292264,0.11879509379509377,0.9789837146445941,47.47592344556422,0.9080024097587266
I&E CONSTRUCTION CORPORATION (FORMERLY: I&E CONSTR,11,1.0102669404517455,0.16172438672438672,0.9941201904345953,68.51051314610766,0.8730644347865212
IJK MAE CONSTRUCTION INC.,11,2.9924709103353866,0.0409090909090909,0.9916612450909595,57.0021666424688,0.9505763494294908
RS RODRIGUEZ CONSTRUCTION & SUPPLIES,11,2.0123203285420943,0.29808802308802307,0.9969904418660895,51.903904119071534,0.7984940910597819
LONG ISLAND BUILDERS & CONSTRUCTION,11,2.1738535249828885,0.031818181818181815,0.9933137285834968,34.4598461316041,0.9658693326410859
RRC CO. INC. (FORMERLY: R R C CONSTRUCTION),11,2.3134839151266258,0.4777417027417028,0.9930282898000883,69.02997364498319,0.6832273302830054
KENNETH CONSTRUCTION AND GENERAL MERCHANDISE,11,1.0485968514715949,0.6225468975468975,0.9989562194143686,59.050633084355134,0.600699626628745
11 DIAMOND EAGLE CONSTRUCTION CORPORATION (FORMERLY:11 DIAMOND EAGLE CONSTRUCTION),11,2.0123203285420943,0.45963203463203456,0.996226215053767,33.30640269754662,0.709684433253508
EDDMARI CONSTRUCTION & TRADING,11,2.239561943874059,0.17647907647907649,0.9555464893129195,33.26938080691811,0.8795923660899106
ALRO CONSTRUCTION & DEVELOPMENT CORP.,11,3.2251882272416155,0.41688311688311686,0.9820753180447448,145.57021835379183,0.6863370285701265
MINDANAO ROCK,11,2.42299794661191,0.7798340548340548,0.9644692771286768,151.67626061254578,0.4659015264613215
WAY MAKER GENERAL CONTRACTOR OPC,11,0.33675564681724846,0.031818181818181815,0.9656448087511419,55.99467694239354,0.9564706067007624
"AL-JON CONSTRUCTION DEVELOPMENT, INC. (FORMERLY: ALJON CONSTRUCTION & SUPPLY)",11,1.1663244353182751,0.36587301587301585,0.998990345405148,34.35720026678784,0.7654812312762995
SPRING STAR CONSTRUCTION AND SUPPLY,11,2.1574264202600957,0.15061327561327562,0.9970228814163078,40.554621228971186,0.8919322544993878
